business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
U001,200769623,WAL-MAR systems,2020-04-19 00:58:19.531250000,2020,1930718081,2020-03-30,2020-04-14,2020-03-30,NAH4,19701.55,0-15
U001,200726979,BJ'S  trust,2020-04-16 12:15:58.750000000,2020,1930788667,2020-04-16,2020-05-01,2020-04-16,NAA8,132.72,
U001,200769623,WAL-MAR llc,2020-05-05 11:49:48.125000000,2020,1930709919,2020-03-29,2020-04-13,2020-03-29,NAH4,1121.15,16-30
U001,200769623,WAL-MAR llc,2020-04-24 00:30:48.984375000,2020,1930752568,2020-04-06,2020-04-21,2020-04-06,NAH4,11394.84,0-15
CA02,140105847,GORDON F co,2020-05-15 19:37:59.750000000,2020,2960627274,2020-04-08,2020-04-18,2020-04-08,CA10,2579.64,16-30
U001,200744019,TARG foundation,2020-03-23 16:55:20.000000000,2020,1930648342,2020-03-15,2020-03-30,2020-03-15,NAA8,52123.3,
U001,200769623,WAL-MAR systems,2020-03-30 23:09:53.218750000,2020,1930632791,2020-03-10,2020-03-25,2020-03-10,NAH4,14994.01,0-15
U001,200769623,WAL-MAR llc,2020-03-23 17:17:09.765625000,2020,1930617194,2020-03-06,2020-03-21,2020-03-06,NAH4,36.06,0-15
U001,200418007,AM in,2020-04-20 07:45:54.097656250,2020,1930752243,2020-04-06,2020-04-21,2020-04-06,NAA8,25836.19,
U001,200739006,AL foundation,2020-05-12 14:38:38.375000000,2020,1930768064,2020-04-15,2020-04-30,2020-04-15,NAA8,4309.05,0-15
U001,100031704,DELHAIZE associates,2020-04-24 12:45:54.531250000,2020,1930789873,2020-04-15,2020-04-30,2020-04-15,NAA8,70181.07,
U001,200769623,WAL-MAR trust,2020-05-15 03:15:06.000000000,2020,1930705172,2020-03-28,2020-04-12,2020-03-28,NAH4,3403.8,31-45
U001,200744019,TARG systems,2020-05-21 14:44:55.312500000,2020,1930620634,2020-03-10,2020-05-14,2020-03-10,NAGD,10665.53,0-15
U001,200769623,WAL-MAR ,2020-05-07 06:48:50.500000000,2020,1930676002,2020-03-21,2020-04-05,2020-03-21,NAH4,7280.51,31-45
U001,200726979,BJ'S  corporation,2020-03-07 10:13:39.625000000,2020,1930585378,2020-03-02,2020-03-17,2020-03-02,NAA8,13681.7,
U001,200706844,WINC associates,2020-04-30 12:38:12.250000000,2020,1930773419,2020-04-07,2020-04-22,2020-04-07,NAA8,33947.85,0-15
U001,200793830,M llc,2020-04-19 06:58:17.656250000,2020,1930767747,2020-04-08,2020-04-23,2020-04-08,NAA8,4537.14,
U001,200769623,WAL-MAR foundation,2020-05-06 02:08:15.375000000,2020,1930750455,2020-04-06,2020-04-21,2020-04-06,NAH4,14355.96,16-30
U001,200769623,WAL-MAR systems,2020-05-06 01:09:33.625000000,2020,1930738904,2020-04-03,2020-04-18,2020-04-03,NAH4,367.71,16-30
U001,200769623,WAL-MAR trust,2020-06-08 01:02:33.625000000,2020,1930862467,2020-05-06,2020-05-21,2020-05-06,NAH4,56284.77,16-30
U001,200769623,WAL-MAR systems,2020-03-22 23:27:41.750000000,2020,1930582162,2020-02-29,2020-03-15,2020-02-29,NAH4,50493.86,0-15
U001,200769623,WAL-MAR llc,2020-05-16 11:38:33.375000000,2020,1930802490,2020-04-21,2020-05-06,2020-04-21,NAH4,15489.43,0-15
CA02,140104423,METRO  llc,2020-03-23 04:53:09.625000000,2020,2960617050,2020-02-27,2020-03-11,2020-03-01,CA10,93179.35199999998,0-15
U001,200726979,BJ'S  systems,2020-05-12 10:00:15.187500000,2020,1930801417,2020-04-19,2020-05-04,2020-04-19,NAA8,360.33,0-15
U001,200743996,STATER  llc,2020-06-04 23:37:51.750000000,2020,1930660304,2020-03-16,2020-05-20,2020-03-16,NAGD,3826.03,16-30
U001,200752302,KROGER trust,2020-04-26 11:07:58.062500000,2020,1930733767,2020-04-02,2020-04-17,2020-04-02,NAA8,96674.05,0-15
CA02,140105686,SYSC llc,2020-05-14 12:51:45.656250000,2020,2960633120,2020-05-06,2020-05-18,2020-05-08,CA10,43230.299,
U001,200711029,WEGMAN corp,2020-05-03 23:55:23.500000000,2020,1930742932,2020-04-03,2020-04-18,2020-04-03,NAA8,14382.22,16-30
CA02,CCU001,KRAFT  corporation,2020-03-24 05:49:56.750000000,2020,2960622220,2020-03-20,2020-04-27,2020-03-23,NAG2,17828.068999999996,
U001,200769623,WAL-MAR llc,2020-05-16 14:13:12.750000000,2020,1930804924,2020-04-21,2020-05-06,2020-04-21,NAH4,35509.95,0-15
U001,200769623,WAL-MAR associates,2020-05-04 05:41:59.250000000,2020,1930746955,2020-04-05,2020-04-20,2020-04-05,NAH4,13512.61,0-15
U001,200772670,ASSOCIAT corp,2020-04-23 04:07:47.250000000,2020,1930698156,2020-03-24,2020-04-08,2020-03-24,NAU5,24421.33,16-30
U001,200769623,WAL-MAR co,2020-05-24 11:38:23.125000000,2020,1930801200,2020-04-19,2020-05-04,2020-04-19,NAH4,11217.33,16-30
U001,200769623,WAL-MAR systems,2020-05-16 06:31:22.625000000,2020,1930776682,2020-04-13,2020-04-28,2020-04-13,NAH4,12554.13,16-30
U001,200720238,WOODM co,2020-05-17 15:59:48.562500000,2020,1930858727,2020-05-06,2020-05-21,2020-05-06,NAA8,126919.03,
CA02,140106408,WAL-M in,2020-05-20 06:36:39.875000000,2020,2960631200,2020-04-25,2020-05-05,2020-04-25,CA10,28537.684,16-30
U001,200769623,WAL-MAR co,2020-04-25 22:40:25.812500000,2020,1930729999,2020-04-01,2020-04-16,2020-04-01,NAH4,24834.9,0-15
U001,200769623,WAL-MAR us,2020-04-04 15:19:37.250000000,2020,1930653060,2020-03-15,2020-03-30,2020-03-15,NAH4,50202.83,0-15
U001,200769623,WAL-MAR us,2020-05-06 06:40:33.375000000,2020,1930715979,2020-04-01,2020-04-16,2020-04-01,NAH4,8299.7,16-30
U001,200799367,MCL corporation,2020-05-16 22:50:41.000000000,2020,1930673430,2020-03-24,2020-04-08,2020-03-24,NAA8,51602.13,31-45
U001,200759878,SA co,2020-05-07 19:54:18.187500000,2020,1930783249,2020-04-14,2020-04-29,2020-04-14,NAH4,18900.99,0-15
U001,200794332,COST corp,2020-04-08 12:36:52.250000000,2020,1930638145,2020-03-14,2020-03-29,2020-03-14,NAAX,49467.7,0-15
U001,200515231,US  us,2020-05-30 11:39:19.500000000,2020,1930768145,2020-04-09,2020-04-24,2020-04-09,NAA8,10187.66,31-45
U001,200782669,SYGMA corp,2020-05-18 07:36:47.500000000,2020,1930636977,2020-03-13,2020-03-28,2020-03-13,NAA8,237.4,46-60
U001,200769623,WAL-MAR foundation,2020-06-07 10:27:14.562500000,2020,1930882979,2020-05-12,2020-05-27,2020-05-12,NAH4,11532.84,0-15
U001,200769623,WAL-MAR ,2020-04-29 06:06:38.000000000,2020,1930692833,2020-03-24,2020-04-08,2020-03-24,NAH4,20017.92,16-30
U001,200331749,SYSC foundation,2020-03-28 19:22:32.875000000,2020,1930579080,2020-02-28,2020-03-14,2020-02-28,NAA8,5320.85,0-15
U001,200772670,ASSOCIAT associates,2020-05-17 19:02:13.062500000,2020,1930819529,2020-04-23,2020-05-08,2020-04-23,NAU5,30900.83,0-15
U001,200772670,ASSOCIAT us,2020-04-01 11:50:17.625000000,2020,1930736164,2020-04-02,2020-04-17,2020-04-02,NAU5,65843.26,
U001,200706844,WINC foundation,2020-03-26 09:39:21.750000000,2020,1930599854,2020-03-04,2020-03-19,2020-03-04,NAA8,359.44,0-15
U001,100043975,JAVA ,2020-06-15 06:41:11.000000000,2020,1930740345,2020-04-03,2020-04-18,2020-04-03,NAA8,1427.36,46-60
U001,200762301,C&S WH in,2020-03-08 00:03:50.562500000,2020,1930592552,2020-03-04,2020-03-19,2020-03-04,NAC6,99091.71,
U001,200148860,DOLLA associates,2020-07-19 22:00:51.250000000,2020,1930732920,2020-04-03,2020-06-07,2020-04-03,NAGD,6543.44,31-45
CA02,100027744,OMEGA AD in,2020-06-05 04:41:36.125000000,2020,2960635652,2020-05-19,2020-05-19,2020-05-19,CAB1,4924.5,16-30
U001,100031704,DELHAIZE co,2020-03-08 06:30:47.875000000,2020,1930585468,2020-03-01,2020-03-16,2020-03-01,NAA8,106394.18,
U001,200799420,HT HA foundation,2020-04-18 21:11:25.312500000,2020,1930703225,2020-03-25,2020-04-09,2020-03-25,NAA8,801.1,0-15
U001,200974851,RESTA systems,2020-04-27 21:45:58.750000000,2020,1930706997,2020-03-26,2020-04-10,2020-03-26,NAA8,3566.69,16-30
U001,200769623,WAL-MAR in,2020-06-06 21:17:07.000000000,2020,1930830709,2020-04-28,2020-05-13,2020-04-28,NAH4,8885.57,16-30
U001,200793568,SUPE llc,2020-03-25 07:16:49.177734375,2020,1930630388,2020-03-10,2020-03-25,2020-03-10,NAA8,15893.27,0-15
U001,200759878,SA foundation,2020-03-11 19:06:22.562500000,2020,1930609945,2020-03-06,2020-03-21,2020-03-06,NAH4,70180.8,
U001,200712187,SPAR in,2020-05-05 17:31:12.933593750,2020,1930806222,2020-04-20,2020-05-05,2020-04-20,NAA8,119384.36,0-15
U001,100047532,KEYSTON associates,2020-05-30 05:04:05.500000000,2020,1930592834,2020-03-04,2020-03-19,2020-03-04,NAA8,11852.54,Greatar than 60
U001,200794332,COST co,2020-03-29 04:55:16.187500000,2020,1930562584,2020-02-28,2020-03-19,2020-02-28,NA84,11225.42,0-15
U001,200148860,DOLLA associates,2020-06-08 22:06:23.375000000,2020,1930699340,2020-03-25,2020-05-29,2020-03-25,NAGD,5456.75,0-15
U001,200794332,COST llc,2020-06-06 07:40:29.125000000,2020,1930862420,2020-05-08,2020-05-23,2020-05-08,NAAX,81500.86,0-15
U001,200555117,BURR trust,2020-05-09 20:33:27.750000000,2020,1930709963,2020-03-27,2020-04-11,2020-03-27,NAA8,749.14,16-30
U001,200769623,WAL-MAR in,2020-06-06 05:17:13.250000000,2020,1930878284,2020-05-09,2020-05-24,2020-05-09,NAH4,2219.89,0-15
U001,200772670,ASSOCIAT corp,2020-04-18 03:17:02.125000000,2020,1930683241,2020-03-21,2020-04-05,2020-03-21,NAU5,15489.78,0-15
U001,200707822,PUBLI corporation,2020-05-17 17:10:05.789062500,2020,1930857983,2020-05-04,2020-05-19,2020-05-04,NAA8,126107.91,
CA02,140104392,FLANAG us,2020-03-11 08:16:10.312500000,2020,2960619205,2020-03-06,2020-03-20,2020-03-10,CA10,2528.673,
U001,200769623,WAL-MAR corp,2020-05-31 19:45:47.750000000,2020,1930831780,2020-04-28,2020-05-13,2020-04-28,NAH4,11545.38,16-30
U001,200759878,SA systems,2020-05-05 18:13:36.000000000,2020,1930717567,2020-03-31,2020-04-15,2020-03-31,NAH4,47646.57,16-30
U001,200705742,DOT foundation,2020-03-19 23:03:03.218750000,2020,1930581678,2020-02-28,2020-03-14,2020-02-28,NAA8,5932.51,0-15
U001,200793568,SUPE trust,2020-05-08 06:53:46.250000000,2020,1930690537,2020-03-23,2020-04-07,2020-03-23,NAA8,1635.76,31-45
U001,200726979,BJ'S  ,2020-03-23 19:10:36.343750000,2020,1930646128,2020-03-12,2020-03-27,2020-03-12,NAA8,1286.3,
U001,200704858,WAKE corp,2020-05-14 04:52:05.875000000,2020,1930762384,2020-04-09,2020-04-24,2020-04-09,NAA8,99568.42,16-30
U001,200780383,MEIJ in,2020-04-17 17:07:54.875000000,2020,1930665025,2020-03-18,2020-04-02,2020-03-18,NAA8,3612.63,16-30
U001,200762301,C&S WH associates,2020-05-05 06:20:07.250000000,2020,1930778021,2020-04-12,2020-04-27,2020-04-12,NAC6,102276.04,0-15
CA02,140106271,LONGO  in,2020-04-05 18:09:48.875000000,2020,2960626604,2020-04-03,2020-04-17,2020-04-07,CA10,8615.453,
CA02,140104423,METRO  us,2020-04-27 09:22:11.000000000,2020,2960628851,2020-04-17,2020-05-01,2020-04-21,CA10,45059.545999999995,
U001,200741174,M B  co,2020-03-05 09:14:44.000000000,2020,1930657267,2020-03-16,2020-03-31,2020-03-16,NAA8,5767.83,
CA02,100030194,AMAZO llc,2020-03-23 18:47:35.437500000,2020,2960622411,2020-03-18,2020-03-30,2020-03-20,CA10,9851.667,
U001,200769623,WAL-MAR trust,2020-04-27 06:10:03.375000000,2020,1930720012,2020-03-30,2020-04-14,2020-03-30,NAH4,42379.83,0-15
U001,200592182,DECA in,2020-05-11 02:04:43.375000000,2020,1930822583,2020-04-24,2020-05-09,2020-04-16,NAM4,1761.84,0-15
U001,200743996,STATER  co,2020-04-27 13:40:53.875000000,2020,1930686889,2020-03-22,2020-04-06,2020-03-22,NAA8,94612.03,16-30
U001,200769623,WAL-MAR in,2020-05-08 10:21:34.562500000,2020,1930787980,2020-04-15,2020-04-30,2020-04-15,NAH4,22226.35,0-15
U001,200749782,KROG associates,2020-05-30 03:05:03.250000000,2020,1930822131,2020-04-25,2020-05-10,2020-04-25,NAA8,88502.01,16-30
U001,200744019,TARG corp,2020-05-28 15:57:08.500000000,2020,1930641073,2020-03-13,2020-05-17,2020-03-13,NAGD,1982.06,0-15
U001,200769623,WAL-MAR foundation,2020-05-30 22:53:23.250000000,2020,1930804577,2020-04-21,2020-05-06,2020-04-21,NAH4,2326.08,16-30
U001,200705742,DOT us,2020-03-11 11:04:08.125000000,2020,1930592413,2020-03-02,2020-03-17,2020-03-02,NAA8,9822.38,
U001,200744019,TARG trust,2020-05-26 23:42:15.750000000,2020,1930857489,2020-05-05,2020-05-20,2020-05-05,NAA8,29592.42,0-15
U001,200772670,ASSOCIAT associates,2020-04-08 23:11:28.125000000,2020,1930739252,2020-04-03,2020-04-18,2020-04-03,NAU5,47903.76,
U001,200769623,WAL-MAR corporation,2020-05-07 01:18:20.250000000,2020,1930692953,2020-03-24,2020-04-08,2020-03-24,NAH4,1898.9,16-30
U001,200900909,SYSCO in,2020-05-01 15:41:00.750000000,2020,1930741081,2020-04-03,2020-04-18,2020-04-03,NAA8,7524.17,0-15
U001,200424504,M  in,2020-05-03 11:20:41.500000000,2020,1930830032,2020-04-28,2020-04-15,2020-04-15,NACG,2428.04,16-30
U001,100031704,DELHAIZE trust,2020-06-30 08:08:21.750000000,2020,1930794735,2020-04-16,2020-06-20,2020-04-16,NAGD,1176.59,0-15
U001,200764795,SYSCO  us,2020-05-01 16:16:56.375000000,2020,1930637455,2020-03-18,2020-04-19,2020-03-18,NA32,10978.51,0-15
U001,200337148,COAS systems,2020-03-17 11:13:18.128906250,2020,1930587342,2020-03-02,2020-03-17,2020-03-02,NAA8,45127.79,0-15
U001,200416837,DEC llc,2020-02-26 21:22:46.250000000,2020,1930599382,2020-03-04,2020-03-24,2020-03-01,NAM4,398.16,
U001,200769623,WAL-MAR llc,2020-03-16 16:07:19.125000000,2020,1930623646,2020-03-09,2020-03-24,2020-03-09,NAH4,58726.21,
U001,200726979,BJ'S  associates,2020-04-12 01:59:09.875000000,2020,1930645815,2020-03-12,2020-03-27,2020-03-12,NAA8,588.49,16-30
U001,200721222,GO us,2020-05-07 19:27:26.812500000,2020,1930800642,2020-04-20,2020-05-05,2020-04-20,NAA8,25685.07,0-15
U001,200772595,SAFEW corporation,2020-05-07 05:34:56.500000000,2020,1930729101,2020-04-02,2020-04-17,2020-04-02,NAA8,10020.14,16-30
U001,200820380,SMITH'S trust,2020-05-09 21:07:40.000000000,2020,1930716191,2020-03-30,2020-04-14,2020-03-30,NAA8,48022.97,16-30
U001,200793568,SUPE corporation,2020-05-01 04:26:38.250000000,2020,1930779652,2020-04-14,2020-04-29,2020-04-14,NAA8,36623.03,0-15
U001,200706844,WINC corp,2020-04-22 04:23:37.812500000,2020,1930732708,2020-04-01,2020-04-16,2020-04-01,NAA8,22644.53,0-15
U001,100043975,JAVA co,2020-05-19 15:02:28.500000000,2020,1930586661,2020-03-02,2020-03-17,2020-03-02,NAA8,7212.0,Greatar than 60
U001,200769623,WAL-MAR llc,2020-04-18 12:28:13.312500000,2020,1930692548,2020-03-25,2020-04-09,2020-03-25,NAH4,15797.23,0-15
U001,200762301,C&S WH in,2020-02-27 22:50:05.750000000,2020,1930630515,2020-03-11,2020-03-26,2020-03-11,NAC6,2018.45,
U001,200769623,WAL-MAR foundation,2020-03-22 06:17:11.843750000,2020,1930593446,2020-03-04,2020-03-19,2020-03-04,NAH4,14706.98,0-15
U001,200729290,KROGER ,2020-03-26 14:29:20.000000000,2020,1930599215,2020-03-04,2020-03-19,2020-03-04,NAA8,115494.14,0-15
U001,200769623,WAL-MAR us,2020-06-20 04:48:43.000000000,2020,1930827122,2020-04-27,2020-05-12,2020-04-27,NAH4,1898.9,31-45
U001,200769623,WAL-MAR us,2020-05-13 20:10:47.250000000,2020,1930750644,2020-04-06,2020-04-21,2020-04-06,NAH4,37684.36,16-30
U001,200705372,FR corporation,2020-04-19 22:14:59.000000000,2020,1930637990,2020-03-13,2020-03-28,2020-03-13,NAA8,19961.05,16-30
U001,200769623,WAL-MAR llc,2020-04-19 09:30:05.625000000,2020,1930675431,2020-03-22,2020-04-06,2020-03-22,NAH4,11826.09,0-15
U001,200742791,QUI in,2020-03-20 07:45:00.000000000,2020,1930603823,2020-03-10,2020-03-25,2020-03-10,NAA8,24843.48,
U001,200743996,STATER  corporation,2020-04-20 16:35:35.125000000,2020,1930718352,2020-03-30,2020-04-14,2020-03-30,NAA8,32224.05,0-15
U001,200769623,WAL-MAR us,2020-05-11 01:52:46.875000000,2020,1930752522,2020-04-06,2020-04-21,2020-04-06,NAH4,9937.06,16-30
U001,200759878,SA corporation,2020-05-02 05:42:04.437500000,2020,1930752430,2020-04-08,2020-04-23,2020-04-08,NAH4,12417.47,0-15
U001,200762301,C&S WH us,2020-02-20 00:57:06.750000000,2020,1930584581,2020-03-02,2020-03-17,2020-03-02,NAC6,4301.57,
U001,200769623,WAL-MAR ,2020-06-14 15:02:16.000000000,2020,1930885637,2020-05-12,2020-05-27,2020-05-12,NAH4,22549.83,16-30
U001,100043936,PAPA JO foundation,2020-04-06 21:41:08.000000000,2020,1930627707,2020-03-10,2020-03-20,2020-03-10,NA10,18145.19,16-30
U001,200744019,TARG co,2020-04-25 17:03:47.906250000,2020,1930748869,2020-04-05,2020-04-20,2020-04-05,NAA8,97776.0,0-15
U001,200794332,COST ,2020-04-28 20:23:54.562500000,2020,1930720706,2020-04-02,2020-04-17,2020-04-02,NAAX,31599.18,0-15
U001,200740393,LABAT ,2020-03-06 05:40:16.000000000,2020,1930585380,2020-03-03,2020-03-18,2020-03-03,NAA8,52645.42,
U001,200769623,WAL-MAR systems,2020-04-18 23:27:02.875000000,2020,1930671465,2020-03-20,2020-04-04,2020-03-20,NAH4,21113.92,0-15
U001,200762301,C&S WH co,2020-03-30 03:27:41.875000000,2020,1930577119,2020-02-27,2020-03-13,2020-02-27,NAC6,137768.6,16-30
U001,200759878,SA in,2020-04-22 08:59:52.656250000,2020,1930748365,2020-04-05,2020-04-20,2020-04-05,NAH4,13548.66,0-15
U001,200759878,SA corporation,2020-05-23 20:08:35.312500000,2020,1930825574,2020-04-27,2020-05-12,2020-04-27,NAH4,35898.48,0-15
U001,200704858,WAKE llc,2020-02-23 23:01:03.000000000,2020,1930655118,2020-03-16,2020-03-31,2020-03-16,NAA8,109248.63,
U001,200762301,C&S WH foundation,2020-02-23 05:30:29.750000000,2020,1930654407,2020-03-16,2020-03-31,2020-03-16,NAC6,7465.1,
U001,200803720,DEC corporation,2020-04-30 18:36:45.375000000,2020,1930872721,2020-05-07,2020-05-11,2020-05-01,NAM2,4729.18,
U001,200078795,H T H llc,2020-05-24 19:52:17.187500000,2020,1930861108,2020-05-05,2020-05-20,2020-05-05,NAA8,1412.26,0-15
U001,200519201,KROGE llc,2020-05-25 05:08:03.750000000,2020,1930709582,2020-03-28,2020-04-12,2020-03-28,NAA8,15477.22,31-45
U001,200744019,TARG corp,2020-04-29 03:33:05.812500000,2020,1930753198,2020-04-07,2020-04-22,2020-04-07,NAA8,19195.56,0-15
U001,200786288,FAMILY in,2020-05-08 22:35:44.625000000,2020,1930759958,2020-04-08,2020-04-23,2020-04-08,NAC6,66230.48,16-30
U001,200418007,AM systems,2020-04-12 22:48:10.375000000,2020,1930732102,2020-04-02,2020-04-17,2020-04-02,NAA8,47393.05,
U001,200466603,SMITH'S systems,2020-04-14 10:33:50.250000000,2020,1930664246,2020-03-18,2020-04-02,2020-03-18,NAA8,142732.08,0-15
CA02,140106408,WAL-M associates,2020-03-24 16:49:35.125000000,2020,2960622798,2020-03-23,2020-04-02,2020-03-23,CA10,5791.484999999999,
U001,200762301,C&S WH in,2020-04-27 08:17:38.250000000,2020,1930721389,2020-04-01,2020-06-05,2020-04-01,NAGD,7943.13,
U001,200761734,H E BUT associates,2020-03-07 20:12:50.375000000,2020,1930632938,2020-03-10,2020-03-25,2020-03-10,NAA8,91756.55,
U001,200769623,WAL-MAR foundation,2020-03-27 18:12:22.593750000,2020,1930611981,2020-03-08,2020-03-23,2020-03-08,NAH4,24282.42,0-15
U001,200769623,WAL-MAR llc,2020-05-15 11:54:28.000000000,2020,1930793187,2020-04-18,2020-05-03,2020-04-18,NAH4,10903.6,0-15
U001,200769623,WAL-MAR us,2020-05-08 17:07:43.250000000,2020,1930692727,2020-03-24,2020-04-08,2020-03-24,NAH4,51516.27,31-45
U001,200744019,TARG us,2020-05-22 14:02:07.375000000,2020,1930813045,2020-04-21,2020-05-06,2020-04-21,NAA8,5887.21,16-30
U001,200726979,BJ'S  systems,2020-03-19 23:14:28.000000000,2020,1930643416,2020-03-12,2020-03-27,2020-03-12,NAA8,14149.02,
U001,200706844,WINC co,2020-05-07 19:23:50.750000000,2020,1930760026,2020-03-31,2020-04-15,2020-03-31,NAA8,38905.5,16-30
U001,200418007,AM us,2020-05-15 19:15:43.625000000,2020,1930650673,2020-03-14,2020-05-18,2020-03-14,NAGD,1011.24,
U001,200799367,MCL in,2020-05-07 15:45:10.250000000,2020,1930720975,2020-03-31,2020-04-15,2020-03-31,NAA8,124605.44,16-30
U001,200772595,SAFEW corporation,2020-05-16 07:03:30.750000000,2020,1930705040,2020-03-25,2020-04-09,2020-03-25,NAA8,32039.34,31-45
U001,200759878,SA llc,2020-04-26 23:58:33.875000000,2020,1930700242,2020-03-27,2020-04-11,2020-03-27,NAH4,50054.82,16-30
U001,CCU013,KRAFT F in,2020-02-26 04:37:20.140625000,2020,1930570370,2020-02-28,2020-02-28,2020-02-28,NAX2,37209.64,
U001,200726979,BJ'S  in,2020-04-11 12:30:15.250000000,2020,1930629390,2020-03-09,2020-03-24,2020-03-09,NAA8,467.72,16-30
U001,200526831,PERISH associates,2020-04-14 20:28:37.562500000,2020,1930666168,2020-03-19,2020-04-03,2020-03-19,NAA8,134095.09,0-15
U001,200769623,WAL-MAR llc,2020-05-29 07:24:26.250000000,2020,1930845835,2020-05-02,2020-05-17,2020-05-02,NAH4,292.94,0-15
U001,100031704,DELHAIZE corp,2020-05-24 08:22:18.000000000,2020,1930844129,2020-04-30,2020-05-15,2020-04-30,NAA8,92271.69,0-15
U001,200769623,WAL-MAR in,2020-04-14 21:18:02.875000000,2020,1930662779,2020-03-18,2020-04-02,2020-03-18,NAH4,35023.47,0-15
U001,200020431,DEC systems,2020-02-19 09:03:04.000000000,2020,1930599834,2020-03-04,2020-03-24,2020-03-01,NAM4,4551.58,
U001,200726979,BJ'S  ,2020-04-23 06:39:24.937500000,2020,1930730591,2020-04-01,2020-04-16,2020-04-01,NAA8,261.84,0-15
U001,200769623,WAL-MAR foundation,2020-03-27 23:51:02.671875000,2020,1930652678,2020-03-15,2020-03-30,2020-03-15,NAH4,33837.66,
U001,200729942,SA ,2020-03-28 01:43:57.500000000,2020,1930798198,2020-04-17,2020-05-02,2020-04-17,NAA8,11696.53,
U001,200705742,DOT systems,2020-05-23 10:55:18.875000000,2020,1930810367,2020-04-23,2020-05-08,2020-04-23,NAA8,8115.04,16-30
U001,200777735,NASH  co,2020-04-09 19:06:29.937500000,2020,1930670844,2020-03-18,2020-04-02,2020-03-18,NAA8,152067.79,0-15
U001,200020431,DEC us,2020-02-24 01:18:07.000000000,2020,1930617742,2020-03-07,2020-03-24,2020-03-01,NAM4,3117.84,
U001,200769623,WAL-MAR corp,2020-05-04 03:13:35.375000000,2020,1930748572,2020-04-06,2020-04-21,2020-04-06,NAH4,1898.2,0-15
U001,200759878,SA systems,2020-03-21 21:12:09.937500000,2020,1930655535,2020-03-16,2020-03-31,2020-03-16,NAH4,17060.17,
U001,100004536,BAS ,2020-04-16 08:59:37.875000000,2020,1930765834,2020-04-14,2020-04-29,2020-04-14,NAA8,3745.49,
U001,200769623,WAL-MAR corporation,2020-06-10 23:06:03.125000000,2020,1930882579,2020-05-11,2020-05-26,2020-05-11,NAH4,9163.34,16-30
